N,P,K,temperature,humidity,ph,rainfall,label
105.8,12.5,45.3,29.41,94.76,6.33,26.78,muskmelon
13.2,16.0,17.6,30.1,93.39,7.36,115.28,orange
69.3,36.3,15.2,26.89,63.56,6.34,93.98,maize
107.8,93.4,51.8,27.49,81.9,5.95,106.64,banana
79.2,55.7,43.2,27.58,75.96,6.95,157.58,jute
114.3,28.8,31.4,21.65,66.04,6.53,184.22,coffee
41.5,68.2,15.3,31.39,61.22,6.65,68.78,blackgram
19.4,40.3,22.7,26.53,61.64,4.71,43.15,mothbeans
100.4,10.1,48.2,29.74,89.84,6.98,38.11,muskmelon
48.4,69.9,23.8,25.5,63.86,6.7,66.81,blackgram
25.8,139.1,191.4,20.14,81.16,6.18,76.21,grapes
22.0,126.3,197.6,15.3,80.66,6.89,75.03,grapes
123.3,57.7,23.1,29.16,70.17,6.95,78.94,cotton
16.3,144.8,191.9,15.72,84.39,6.3,73.01,grapes
16.0,65.3,16.3,18.31,42.61,6.68,156.62,pigeonpeas
15.2,23.8,24.0,24.42,92.98,6.65,127.53,orange
29.7,59.1,19.0,31.28,48.65,5.84,60.14,mothbeans
21.8,26.9,37.6,33.55,47.28,5.91,72.59,mango
68.2,41.0,37.3,24.98,83.08,6.44,188.8,jute
28.1,17.4,31.8,33.06,51.92,6.07,94.76,mango
28.4,66.2,19.6,18.69,70.06,6.73,47.34,lentil
21.1,43.2,19.5,31.62,43.15,4.89,63.79,mothbeans
23.2,46.9,24.2,25.51,79.21,6.52,59.56,mungbean
61.1,54.3,45.6,27.36,91.11,6.12,141.64,papaya
10.2,22.2,15.4,27.8,85.74,6.26,126.69,orange
109.4,70.5,51.5,28.71,78.1,5.61,95.46,banana
15.8,22.3,37.4,26.66,88.24,6.22,189.67,coconut
16.9,17.6,39.4,33.93,53.01,6.1,73.45,mango
43.6,58.3,21.9,32.95,62.45,6.16,64.37,blackgram
65.0,62.6,23.7,22.67,66.83,6.36,62.74,maize
97.1,13.8,51.9,30.39,87.45,6.05,37.73,muskmelon
39.7,75.7,16.3,34.35,71.27,7.41,80.3,blackgram
62.6,37.5,39.2,27.07,87.76,6.24,178.72,jute
91.7,90.5,45.4,27.2,80.42,5.69,134.78,banana
16.1,10.2,12.5,28.53,91.12,7.18,107.62,orange
17.5,79.7,23.2,20.53,61.05,5.58,43.61,lentil
67.1,50.0,19.2,26.23,62.25,6.61,91.61,maize
22.6,42.8,19.3,29.52,86.18,6.35,50.13,mungbean
118.6,53.7,17.2,23.76,84.21,6.93,99.62,cotton
113.0,59.0,16.8,24.49,77.65,6.79,76.67,cotton
93.0,25.4,25.4,24.18,52.81,6.95,196.65,coffee
29.7,39.5,23.0,27.34,85.96,6.63,54.46,mungbean
21.7,69.6,21.2,15.5,22.78,5.74,95.7,kidneybeans
34.8,67.7,81.0,21.52,21.58,7.75,85.45,chickpea
29.5,44.8,16.3,29.7,85.94,6.86,45.17,mungbean
11.3,18.4,37.5,19.01,89.42,6.0,74.14,pomegranate
28.7,64.6,21.3,21.87,66.57,5.97,62.86,lentil
22.4,69.3,17.4,25.15,67.3,6.0,43.2,lentil
86.4,38.4,49.1,25.17,83.32,6.42,191.96,rice
94.9,23.6,46.0,31.86,67.9,6.69,58.77,watermelon
95.1,43.0,40.9,23.39,75.16,6.09,165.76,jute
21.5,17.5,34.7,23.68,93.67,6.51,38.52,pomegranate
23.1,56.9,15.2,18.92,66.16,6.9,59.12,lentil
36.8,73.4,15.5,25.49,65.79,6.53,69.47,blackgram
26.8,133.5,194.9,16.36,84.44,6.47,77.56,grapes
23.2,28.3,26.6,35.23,47.1,6.09,72.66,mango
83.7,31.4,42.2,21.19,75.98,6.92,246.56,rice
83.6,37.2,42.3,27.97,86.38,6.56,174.24,jute
114.5,94.0,52.9,28.62,79.93,5.55,149.06,banana
126.1,38.0,16.8,23.98,84.61,6.1,83.96,cotton
91.2,53.9,43.1,23.02,80.02,6.7,157.77,jute
30.8,66.0,87.3,24.54,16.65,6.24,67.9,chickpea
29.7,24.5,27.4,26.27,90.66,6.46,203.94,coconut
23.3,49.9,23.7,29.04,80.18,7.2,53.51,mungbean
33.7,77.9,19.3,21.62,45.2,6.59,100.91,pigeonpeas
105.1,91.6,47.4,25.47,78.56,6.47,123.04,banana
101.8,74.8,45.6,28.55,84.89,5.72,92.8,banana
23.8,66.4,20.2,18.07,66.34,6.58,53.28,lentil
16.5,52.7,18.5,25.05,81.05,6.35,60.47,mungbean
67.1,55.7,58.0,28.39,94.79,6.96,76.21,papaya
28.2,65.7,16.6,15.09,21.92,6.03,95.97,kidneybeans
106.5,11.6,50.0,29.58,63.8,6.83,41.45,watermelon
26.8,23.4,33.3,31.77,94.96,5.67,214.95,coconut
28.6,71.8,20.6,15.78,21.13,5.96,103.23,kidneybeans
85.0,61.6,21.2,20.1,55.49,7.02,61.06,maize
19.1,27.8,30.2,36.73,54.8,5.9,61.64,mango
17.0,131.7,204.1,16.86,84.89,6.99,71.11,grapes
19.5,40.7,19.1,26.41,56.81,6.15,56.83,mothbeans
69.3,65.2,47.4,26.33,88.3,6.65,123.27,papaya
18.5,13.3,21.3,25.1,94.22,6.99,113.09,orange
80.1,55.7,43.2,21.14,76.06,6.46,152.65,rice
20.1,12.7,33.8,29.66,92.13,6.82,167.12,coconut
50.9,61.0,16.9,30.05,71.53,6.09,77.3,blackgram
22.1,75.4,19.3,25.17,68.93,6.83,52.33,lentil
90.4,17.3,50.0,26.57,56.98,6.38,53.45,watermelon
16.6,25.8,37.8,29.57,45.21,5.83,62.26,mango
21.3,22.2,30.6,30.63,45.52,6.53,77.45,mango
16.7,76.9,18.9,25.58,63.88,5.6,164.83,pigeonpeas
14.7,11.5,37.9,18.4,86.11,5.83,69.83,pomegranate
25.1,41.0,22.6,30.32,79.69,6.62,45.24,mungbean
18.9,65.9,20.9,15.51,22.36,6.48,69.51,kidneybeans
22.3,53.5,19.9,28.83,60.96,5.22,61.49,mothbeans
28.2,16.1,29.4,26.64,90.33,5.67,184.93,coconut
26.9,55.9,20.8,21.97,23.99,6.02,63.18,kidneybeans
73.5,58.3,36.5,23.63,85.55,6.05,247.18,rice
22.4,43.3,16.1,31.67,75.9,6.45,47.45,mungbean
97.1,42.8,49.3,26.75,87.8,5.94,188.51,rice
14.2,24.0,40.9,22.04,91.48,5.54,81.36,pomegranate
94.0,41.4,39.1,25.49,80.67,6.66,152.08,jute
18.2,61.6,21.6,26.69,73.74,6.25,63.85,lentil
15.4,46.2,17.4,24.5,58.11,4.72,55.21,mothbeans
24.0,71.4,17.4,20.68,62.14,5.65,150.6,pigeonpeas
14.0,10.3,40.8,18.23,90.95,6.31,107.66,pomegranate
27.5,38.0,22.3,29.31,47.2,5.49,47.5,mothbeans
41.9,64.7,23.9,33.94,65.04,6.92,87.81,blackgram
37.4,64.8,51.2,24.12,89.84,6.09,54.18,papaya
110.1,18.5,31.6,18.17,53.03,6.09,161.99,coffee
90.7,92.4,47.1,26.37,77.8,5.67,128.36,banana
25.7,26.8,35.6,32.9,49.5,6.79,98.27,mango
44.9,56.4,88.9,24.87,16.63,6.28,64.86,chickpea
91.9,19.1,49.5,31.57,86.23,6.21,25.44,muskmelon
21.0,17.3,32.6,35.02,49.42,6.24,93.95,mango
45.2,77.9,16.6,32.52,68.52,6.41,74.23,blackgram
106.1,20.4,45.1,27.99,86.97,6.91,27.62,muskmelon
16.0,75.9,21.2,25.89,51.86,6.8,158.69,pigeonpeas
68.7,63.5,22.9,18.8,63.35,7.03,107.24,maize
14.8,15.7,19.2,28.24,89.82,6.6,129.59,orange
11.3,24.4,42.1,21.22,87.24,6.9,60.84,pomegranate
15.6,24.9,24.9,23.15,92.26,6.08,100.91,orange
18.0,75.1,23.5,20.6,74.28,5.57,44.5,lentil
106.0,18.4,45.1,27.43,61.12,6.11,53.52,watermelon
22.2,44.6,23.4,26.02,82.59,6.09,41.78,mungbean
28.2,12.7,37.0,28.2,88.28,5.74,146.76,coconut
19.8,39.1,22.8,25.86,84.52,6.19,41.76,mungbean
21.7,22.7,34.2,27.05,89.21,6.56,227.33,coconut
18.4,55.4,24.3,24.95,51.25,5.17,61.77,mothbeans
28.0,58.2,19.2,24.51,40.98,5.65,49.82,mothbeans
50.2,69.0,47.6,31.64,91.14,6.68,78.63,papaya
24.9,18.3,26.8,25.79,85.72,6.62,201.19,coconut
81.6,54.2,47.9,22.23,76.65,5.84,192.71,rice
69.7,56.7,23.6,25.47,62.94,6.74,70.25,maize
101.7,16.0,54.5,30.22,59.28,6.84,48.65,watermelon
23.5,128.5,194.8,21.45,84.26,6.61,77.06,grapes
101.3,22.3,31.1,24.51,57.12,6.96,196.81,coffee
20.7,19.1,34.5,20.88,87.18,6.95,44.8,pomegranate
11.1,23.6,44.4,18.54,90.32,5.96,64.46,pomegranate
23.8,63.1,89.7,20.81,18.13,6.79,78.38,chickpea
82.2,56.6,17.3,26.97,74.5,6.71,69.98,maize
28.6,22.7,27.3,36.22,52.57,6.6,88.37,mango
18.5,21.4,32.0,19.6,93.82,5.53,91.45,pomegranate
18.6,44.7,15.8,26.03,79.47,6.13,62.77,mungbean
132.3,39.7,17.1,24.72,74.77,6.93,91.56,cotton
26.3,46.4,19.1,31.54,78.76,6.18,54.61,mungbean
70.8,58.9,18.1,22.1,55.23,5.9,79.62,maize
28.6,61.9,24.8,15.98,19.41,5.68,104.7,kidneybeans
30.2,72.5,23.4,29.24,63.63,6.3,148.85,pigeonpeas
64.8,43.1,40.6,23.94,86.01,6.97,160.74,jute
106.1,17.4,25.1,22.23,52.74,6.16,153.85,coffee
102.2,59.4,22.9,25.92,71.3,6.39,90.35,cotton
61.3,46.7,43.9,24.81,88.65,6.63,196.71,jute
109.1,46.4,24.5,28.8,72.18,5.54,97.34,cotton
17.6,51.8,17.2,26.18,61.85,5.0,46.58,mothbeans
93.5,16.3,52.9,27.72,63.06,7.0,47.98,watermelon
104.9,80.1,51.8,27.53,84.61,6.28,138.45,banana
19.2,59.9,23.9,28.5,61.79,6.64,159.72,pigeonpeas
74.0,36.7,24.7,25.95,73.56,7.19,68.69,maize
27.4,128.1,193.6,17.63,82.52,6.74,70.06,grapes
26.5,21.7,36.8,33.18,46.13,5.73,77.48,mango
97.2,54.2,42.7,26.1,87.06,5.78,239.26,rice
23.7,141.9,203.0,21.8,85.15,6.05,118.19,apple
106.7,93.7,49.1,26.96,81.07,6.71,140.22,banana
111.5,30.0,30.2,26.33,63.95,6.69,166.29,coffee
27.1,43.2,17.1,24.85,51.67,5.46,61.02,mothbeans
18.0,125.3,190.1,21.2,92.49,6.53,106.07,apple
27.7,39.6,24.6,27.64,80.09,6.09,52.15,mungbean
115.1,53.7,24.1,28.04,73.41,6.83,75.5,cotton
15.9,13.6,31.4,30.11,91.24,5.86,180.33,coconut
94.9,82.2,52.4,30.2,81.26,6.37,97.58,banana
107.6,49.2,23.1,28.15,82.04,6.82,97.51,cotton
28.4,120.8,201.2,23.04,94.53,5.57,117.91,apple
22.4,22.9,36.2,18.63,89.38,5.85,56.84,pomegranate
107.1,15.5,32.7,24.1,53.83,6.27,182.02,coffee
40.1,66.5,84.7,18.07,14.89,7.46,79.86,chickpea
22.5,15.5,11.5,28.74,85.08,6.71,105.78,orange
41.0,56.0,18.6,33.26,70.52,6.69,61.65,blackgram
123.0,55.8,16.9,28.28,78.94,6.84,66.88,cotton
22.4,55.6,87.8,21.86,20.01,6.46,75.64,chickpea
97.0,56.3,35.2,24.62,87.26,6.33,202.97,rice
98.3,45.8,42.9,27.71,87.54,6.21,174.8,jute
47.0,46.9,45.5,31.35,89.38,6.55,101.34,papaya
38.8,62.4,15.9,26.39,51.83,6.47,126.74,pigeonpeas
104.6,21.0,36.9,25.64,52.68,6.09,195.41,coffee
94.3,14.1,46.7,29.75,66.55,6.46,54.28,watermelon
28.9,56.7,85.4,17.54,22.8,6.47,81.6,chickpea
63.9,48.5,49.8,20.98,82.77,6.82,224.08,rice
23.3,23.2,21.4,27.63,86.2,6.8,110.7,orange
52.7,72.9,20.8,32.98,72.97,6.69,74.25,blackgram
119.7,71.0,51.5,27.66,84.49,5.82,121.93,banana
91.8,13.2,50.0,24.16,58.79,6.52,40.3,watermelon
37.1,66.7,15.8,23.43,58.12,6.85,120.35,pigeonpeas
112.3,52.0,20.7,25.49,78.1,5.8,77.23,cotton
60.8,51.3,38.8,26.36,81.77,6.22,192.36,jute
108.5,18.5,26.2,18.01,62.17,6.36,187.62,coffee
27.9,39.2,23.5,25.09,82.68,7.15,63.37,mungbean
114.3,83.4,47.8,25.37,76.62,6.66,131.16,banana
20.3,51.7,19.8,27.93,80.37,6.89,54.39,mungbean
62.1,59.0,37.8,27.37,77.78,6.12,154.02,jute
21.7,139.5,200.2,21.35,84.55,6.02,71.14,grapes
18.0,22.4,36.1,34.7,50.0,5.96,98.95,mango
97.8,22.7,45.0,26.18,85.3,6.33,38.62,muskmelon
18.6,138.1,191.0,23.82,86.93,6.65,124.28,apple
125.9,43.8,17.7,26.62,84.0,5.55,90.77,cotton
101.5,21.9,48.2,29.73,57.03,6.29,42.89,watermelon
114.2,21.4,26.7,22.34,59.15,6.55,155.28,coffee
19.0,62.9,16.3,23.9,60.6,6.4,66.09,lentil
16.0,21.5,23.7,26.13,89.24,7.05,128.28,orange
95.5,63.7,23.6,25.29,68.1,6.57,64.35,maize
48.6,51.0,55.3,29.79,85.77,6.16,82.69,papaya
20.2,22.0,38.4,23.19,91.62,6.03,95.66,pomegranate
61.7,48.3,56.4,23.82,85.13,6.9,103.95,papaya
25.6,18.2,25.6,29.01,46.79,6.01,76.74,mango
29.7,79.6,21.9,20.19,71.98,5.66,63.42,lentil
61.9,52.5,57.7,32.11,87.97,6.43,60.45,papaya
130.5,45.7,23.6,23.21,74.18,5.64,68.44,cotton
27.0,66.7,18.6,18.98,73.14,6.67,45.04,lentil
120.8,44.8,24.6,24.68,81.68,6.78,77.42,cotton
16.2,21.3,40.4,24.93,87.78,6.25,59.71,pomegranate
29.3,24.4,37.6,27.55,85.73,6.35,185.87,coconut
76.9,57.1,17.4,18.99,62.09,6.2,74.82,maize
82.9,38.4,45.4,21.31,79.86,6.14,200.76,rice
73.1,43.2,41.0,23.92,75.7,6.42,167.68,jute
21.3,46.5,22.3,29.74,56.68,6.05,61.56,mothbeans
17.1,24.4,35.9,36.32,47.79,6.93,62.53,mango
24.1,124.9,193.8,16.74,84.79,6.85,64.61,grapes
127.9,49.9,16.2,29.7,71.84,5.88,92.55,cotton
15.3,12.6,33.5,29.92,87.02,6.5,148.25,coconut
67.2,37.0,22.4,23.17,71.84,6.0,99.76,maize
93.4,11.5,51.1,25.66,92.54,6.02,28.74,muskmelon
102.4,24.7,48.4,29.92,87.23,6.26,32.68,muskmelon
23.6,17.6,18.9,29.08,93.33,6.18,124.3,orange
23.2,39.4,18.0,30.64,64.13,4.6,62.26,mothbeans
15.7,39.6,20.4,29.52,75.68,7.42,61.05,mungbean
107.9,46.8,19.9,22.15,72.22,6.07,87.35,cotton
15.0,19.4,22.4,31.37,93.03,6.64,119.05,orange
25.3,16.4,38.8,32.68,48.64,6.63,70.29,mango
60.7,32.8,43.7,20.5,79.78,6.77,152.33,rice
76.1,49.4,21.3,25.86,74.68,6.88,80.89,maize
20.7,70.9,17.2,22.5,59.68,6.59,109.54,pigeonpeas
20.5,22.3,29.7,28.42,47.14,5.66,87.32,mango
37.1,67.4,87.4,23.95,20.28,6.06,97.24,chickpea
105.1,18.0,26.0,19.71,69.69,6.47,193.37,coffee
24.8,14.6,11.9,27.46,93.58,7.02,108.88,orange
22.4,21.3,31.2,29.31,46.36,5.8,62.21,mango
17.1,137.9,196.6,19.04,80.68,6.51,62.53,grapes
63.5,35.9,30.9,22.28,80.83,5.91,232.87,rice
97.1,92.2,45.1,26.21,84.59,6.3,105.7,banana
95.2,54.5,36.9,26.47,82.05,6.18,163.66,jute
95.9,87.3,48.9,27.49,79.69,5.98,96.04,banana
16.4,67.3,24.3,19.48,56.76,6.11,165.52,pigeonpeas
16.2,12.9,21.2,23.27,86.04,7.07,106.27,orange
39.6,77.3,94.1,23.3,17.47,7.38,77.5,chickpea
94.4,17.7,50.5,28.31,63.48,6.95,58.04,watermelon
16.0,68.7,20.9,23.87,63.83,6.05,65.31,lentil
63.0,46.6,44.9,26.85,89.24,6.78,193.74,jute
17.3,62.5,17.5,21.35,63.82,6.23,52.22,lentil
23.0,121.5,193.1,21.94,85.86,6.6,121.54,apple
113.1,25.0,37.8,27.39,61.6,6.24,169.93,coffee
24.1,54.1,20.2,26.59,85.0,6.12,51.05,mungbean
29.5,64.6,15.4,15.22,20.72,5.66,61.17,kidneybeans
87.6,37.8,41.6,24.4,70.58,6.41,171.68,jute
64.6,53.0,59.8,24.89,90.16,6.79,87.59,papaya
40.3,71.4,77.6,19.71,24.21,6.45,74.89,chickpea
23.3,21.8,14.4,27.45,87.24,6.67,114.53,orange
99.0,13.0,48.1,24.34,64.5,6.25,46.08,watermelon
103.6,21.3,50.0,31.26,94.36,6.81,34.53,muskmelon
95.0,50.9,24.4,25.19,74.96,6.29,98.36,maize
111.2,41.6,17.2,27.67,71.27,6.61,87.74,cotton
20.5,63.8,18.7,18.96,42.94,6.2,172.27,pigeonpeas
127.5,59.8,19.0,27.0,84.44,6.75,78.54,cotton
28.6,19.7,26.2,25.95,86.56,6.45,203.54,coconut
17.4,46.8,20.5,28.99,78.15,7.11,40.63,mungbean
27.8,60.0,23.7,21.17,70.84,5.98,67.18,lentil
97.8,20.2,39.9,21.74,65.22,6.45,189.67,coffee
21.3,37.9,21.1,33.38,56.54,4.65,48.87,mothbeans
88.9,36.5,39.7,27.14,79.02,6.15,199.25,jute
104.9,39.7,17.1,26.46,81.81,5.97,63.39,cotton
15.6,10.4,33.3,23.46,87.01,5.62,70.58,pomegranate
22.8,71.4,17.3,18.2,56.75,6.44,176.23,pigeonpeas
19.1,10.6,37.7,31.05,90.96,6.36,211.31,coconut
34.1,66.3,54.0,34.53,91.7,6.18,92.12,papaya
86.3,39.8,38.0,23.66,77.66,6.2,182.2,jute
19.3,23.7,26.0,28.91,49.07,6.91,75.09,mango
97.0,64.1,24.4,22.27,72.24,6.98,75.96,maize
74.0,52.6,40.4,25.35,80.23,6.64,183.0,jute
124.7,56.0,20.2,25.02,83.83,5.55,94.25,cotton
92.7,24.2,53.0,25.45,61.1,6.36,55.82,watermelon
29.1,74.3,20.0,18.17,30.32,6.04,192.62,pigeonpeas
93.0,27.1,27.0,23.95,56.85,6.23,181.97,coffee
18.3,17.9,39.8,19.63,93.64,5.96,87.06,pomegranate
113.5,20.0,33.9,25.16,67.78,6.84,180.42,coffee
16.6,41.2,18.2,30.66,88.13,6.45,61.47,mungbean
65.3,59.7,56.7,25.98,91.78,6.9,82.43,papaya
103.1,21.6,53.1,27.95,58.08,6.74,53.99,watermelon
25.7,68.5,22.0,27.83,36.01,6.25,141.2,pigeonpeas
97.6,17.1,45.4,31.76,65.74,6.32,46.37,watermelon
62.1,51.2,22.1,25.84,69.28,6.92,76.97,maize
27.1,20.3,34.6,29.46,46.09,6.69,63.96,mango
21.7,126.9,195.9,18.88,81.43,6.27,77.22,grapes
30.0,46.3,18.5,27.8,76.73,7.32,50.37,mungbean
81.7,61.2,22.3,25.26,68.18,6.77,102.46,maize
43.7,65.4,23.8,27.04,72.4,6.84,61.64,blackgram
18.4,124.9,192.5,23.11,87.29,6.18,113.55,apple
119.8,58.6,22.5,27.84,70.7,6.32,78.68,cotton
12.7,18.7,44.4,21.52,85.83,6.43,60.52,pomegranate
83.7,39.9,18.9,26.72,60.16,6.72,76.26,maize
19.4,24.7,17.0,30.17,90.08,6.74,127.91,orange
18.2,57.9,24.7,18.2,72.04,6.68,48.92,lentil
23.7,23.0,39.3,29.73,90.49,5.51,134.0,coconut
38.4,80.0,93.7,22.14,18.63,7.27,91.43,chickpea
32.1,59.1,93.9,23.8,21.36,6.92,76.47,chickpea
43.6,72.4,20.2,34.9,69.17,6.56,83.16,blackgram
34.8,77.7,24.4,31.44,48.25,6.97,175.73,pigeonpeas
68.2,40.7,15.4,22.25,66.3,5.89,98.78,maize
26.8,136.8,191.7,21.95,82.21,6.94,62.83,grapes
33.3,78.4,75.8,17.98,18.97,7.87,72.65,chickpea
106.0,18.7,52.7,27.33,93.31,6.27,33.19,muskmelon
18.5,60.3,22.4,20.88,67.59,5.74,68.79,lentil
27.6,57.5,88.8,17.5,19.6,7.99,92.56,chickpea
96.1,24.7,47.7,26.42,89.42,6.06,39.68,muskmelon
40.9,51.9,46.7,24.37,88.48,6.76,106.88,papaya
12.0,11.2,10.3,28.29,91.3,7.48,111.94,orange
38.3,62.9,16.1,28.67,61.49,7.15,88.99,blackgram
58.9,69.8,47.0,23.59,91.94,6.83,133.1,papaya
102.9,20.0,31.2,24.03,70.0,6.49,160.42,coffee
21.2,26.0,35.3,35.33,47.5,6.41,83.41,mango
17.3,15.1,16.3,31.29,94.11,7.07,126.54,orange
96.2,23.6,53.7,28.91,88.25,6.29,25.5,muskmelon
22.4,65.1,20.3,19.17,18.07,5.96,108.17,kidneybeans
20.9,122.0,191.3,20.91,83.0,6.42,68.64,grapes
42.6,62.1,48.2,28.04,86.88,6.01,146.71,papaya
23.1,69.4,21.5,18.15,74.41,5.57,44.29,lentil
24.5,120.5,200.8,23.34,88.99,6.08,125.54,apple
20.3,54.5,20.6,26.83,85.42,6.85,59.91,mungbean
94.6,48.0,44.2,20.14,89.55,6.75,171.23,rice
20.1,52.1,15.3,29.83,79.74,6.08,55.25,mungbean
10.4,16.0,24.8,23.01,89.24,6.46,127.15,orange
27.7,138.4,193.2,16.45,81.58,6.98,65.14,grapes
73.8,54.0,44.5,24.86,86.59,6.19,190.36,jute
23.6,142.4,197.1,23.78,87.14,5.6,126.74,apple
28.9,22.2,29.8,31.88,92.09,5.59,133.52,coconut
24.0,15.9,38.4,32.3,51.69,6.75,66.01,mango
117.6,25.3,32.0,18.93,65.81,6.08,153.43,coffee
15.6,21.4,18.0,29.04,87.6,7.41,115.9,orange
100.4,42.1,16.2,22.82,71.16,6.39,67.57,cotton
19.7,56.5,16.3,29.94,86.13,7.02,46.31,mungbean
17.8,48.9,17.9,27.92,80.65,7.31,62.63,mungbean
22.1,139.1,193.9,19.81,84.96,6.69,76.83,grapes
16.7,72.6,20.4,15.68,19.69,5.51,83.44,kidneybeans
21.4,50.4,15.8,25.61,77.58,6.78,45.35,mungbean
101.3,11.5,54.2,25.99,87.25,6.56,36.46,muskmelon
106.4,16.5,45.7,30.5,88.77,6.1,34.51,muskmelon
48.7,67.1,17.2,34.67,70.73,7.44,72.81,blackgram
21.4,133.9,194.9,22.2,83.22,6.33,75.1,grapes
32.6,62.9,52.9,33.81,88.13,6.57,95.08,papaya
16.5,22.0,41.1,20.98,88.34,5.97,93.05,pomegranate
109.2,17.7,52.3,27.29,60.33,6.41,48.18,watermelon
105.7,13.0,46.3,29.73,90.6,6.79,36.08,muskmelon
91.6,18.4,48.3,26.08,93.49,6.52,39.0,muskmelon
106.1,12.0,52.1,28.05,87.95,6.05,32.31,muskmelon
98.0,36.5,44.0,24.52,80.0,6.42,158.59,jute
29.7,122.4,198.8,22.51,90.38,6.36,103.49,apple
22.3,16.5,20.9,24.7,86.0,6.53,112.09,orange
95.6,11.6,46.1,26.33,64.21,6.8,57.99,watermelon
92.5,26.6,26.5,26.81,56.08,6.65,174.38,coffee
104.0,27.9,30.1,20.67,69.7,6.91,151.45,coffee
23.3,20.1,15.1,27.44,93.41,7.33,104.81,orange
118.4,74.9,53.8,29.23,79.54,6.2,140.98,banana
30.6,72.4,22.3,33.36,74.62,7.46,61.96,blackgram
15.5,138.1,203.6,23.18,90.84,6.37,129.71,apple
17.6,13.9,32.0,26.63,90.89,6.88,204.81,coconut
60.0,57.7,57.2,28.24,86.24,6.56,144.75,papaya
29.6,28.1,29.9,32.88,53.47,6.16,60.72,mango
114.8,82.1,50.4,26.83,76.82,5.61,132.85,banana
21.0,43.2,15.1,32.27,60.02,4.71,54.42,mothbeans
10.1,10.6,13.7,23.14,90.33,7.29,122.1,orange
45.3,68.6,53.8,27.13,91.26,6.91,70.14,papaya
107.3,44.0,22.5,27.26,78.72,6.29,93.74,cotton
66.1,37.4,33.2,21.31,79.28,5.76,239.68,rice
118.4,73.3,52.7,26.59,84.34,6.44,135.23,banana
28.5,37.1,18.9,25.0,40.41,5.82,55.06,mothbeans
16.9,65.7,16.6,24.3,71.38,5.66,55.18,lentil
107.4,23.4,53.9,28.79,91.46,6.55,25.77,muskmelon
17.8,18.4,35.4,28.72,89.34,6.08,214.17,coconut
95.7,79.7,49.8,27.13,78.21,6.75,128.49,banana
36.8,66.1,92.4,18.42,21.62,7.68,97.78,chickpea
24.3,74.5,20.8,16.03,23.68,6.14,79.41,kidneybeans
21.3,74.4,18.4,23.07,63.07,6.61,41.57,lentil
18.1,56.2,23.4,21.87,23.55,6.35,72.1,kidneybeans
106.7,19.4,37.4,24.72,69.41,6.25,174.29,coffee
93.9,89.2,54.3,30.68,78.69,5.68,121.1,banana
104.9,17.6,51.5,28.52,89.92,6.17,29.18,muskmelon
21.6,11.1,42.4,20.99,90.96,5.63,60.3,pomegranate
24.9,135.4,202.7,21.92,93.7,5.97,127.8,apple
29.4,10.3,36.1,31.71,93.62,5.75,162.68,coconut
23.2,57.3,22.6,23.24,62.8,5.78,45.53,lentil
52.4,58.3,57.4,34.78,89.11,6.76,50.97,papaya
27.8,58.4,15.9,27.86,41.78,4.92,45.73,mothbeans
40.3,72.6,17.2,28.67,65.86,7.46,88.64,blackgram
24.6,24.3,37.6,27.98,91.45,5.77,186.05,coconut
24.2,59.2,75.7,22.89,21.3,6.95,93.77,chickpea
70.1,44.5,42.8,25.46,87.78,6.35,168.47,jute
34.4,48.0,53.9,27.14,85.35,6.54,82.66,papaya
29.4,67.5,19.3,18.2,19.46,5.87,78.49,kidneybeans
35.2,79.6,22.5,23.5,50.67,6.49,107.85,pigeonpeas
13.7,14.5,18.4,25.98,91.75,6.08,103.72,orange
23.2,79.1,15.8,17.56,19.58,5.7,67.04,kidneybeans
20.7,143.4,196.5,22.16,89.46,6.23,114.12,apple
25.2,16.0,30.9,36.64,50.39,5.93,64.81,mango
97.4,16.4,48.6,30.59,90.24,6.57,37.8,muskmelon
85.1,45.5,35.6,25.45,86.27,6.1,153.48,jute
29.5,15.2,32.2,30.33,49.49,6.36,77.42,mango
106.5,16.0,46.0,24.49,55.77,6.38,46.74,watermelon
75.1,32.5,45.5,23.91,81.36,6.86,161.12,rice
96.8,43.8,42.2,25.21,83.1,6.34,166.13,jute
16.3,17.8,36.4,27.22,53.17,5.52,86.28,mango
39.5,71.2,23.0,28.01,50.76,5.58,145.48,pigeonpeas
15.8,74.2,19.2,20.76,23.95,5.71,92.87,kidneybeans
53.7,57.3,16.6,34.61,68.06,6.02,67.73,blackgram
51.9,68.2,19.7,26.07,69.74,7.3,84.85,blackgram
96.7,82.5,53.4,29.21,82.89,5.96,114.28,banana
22.7,67.2,21.3,26.52,68.7,6.31,41.51,lentil
17.1,55.3,19.2,17.07,21.4,6.08,62.19,kidneybeans
102.2,74.8,50.2,30.45,83.04,5.59,131.55,banana
23.9,134.8,192.5,16.23,84.9,6.39,64.55,grapes
28.4,63.9,18.5,29.6,57.63,5.96,191.38,pigeonpeas
19.0,77.4,16.0,23.91,73.6,5.75,69.05,lentil
11.9,22.6,35.4,22.62,89.71,5.8,80.13,pomegranate
110.3,50.5,19.6,28.26,74.64,6.46,95.29,cotton
40.1,69.6,92.4,18.65,15.23,6.54,62.28,chickpea
76.3,46.2,17.6,24.51,64.92,5.91,71.01,maize
27.0,144.7,195.2,22.4,94.37,5.72,121.53,apple
